Price,Close,SMA20,SMA50,Signal
Ticker,TSLA,,,
Datetime,,,,
2025-05-15 17:15:00+00:00,345.3800048828125,341.85658111572263,342.0832598876953,Sell
2025-05-16 14:45:00+00:00,345.75,343.9896667480469,343.95233764648435,Buy
2025-05-19 15:15:00+00:00,337.5150146484375,344.2937271118164,344.64677978515624,Sell
